"CWNS_ID","FACILITY_ID","STATE_CODE","NEED_REASON"
"36006301001",417009,NY,The project(s) will prevent unregulated water quality or human health impacts.
"18000008047",418875,IN,The project(s) is to achieve or maintain compliance with a TMDL.
"18000008047",418875,IN,The project(s) will prevent unregulated water quality or human health impacts.
"34008508011",442370,NJ,The project(s) is required to maintain compliance with a NPDES permit.
"34008508011",442370,NJ,The project(s) is necessary to obtain compliance with a new permit requirement.
"34008508011",442370,NJ,The project(s) will prevent unregulated water quality or human health impacts.
"34001332011",442692,NJ,The project(s) is required to maintain compliance with a NPDES permit.
"34001332011",442692,NJ,The project(s) is necessary to obtain compliance with a new permit requirement.
"34001332011",442692,NJ,The project(s) will prevent unregulated water quality or human health impacts.
"20002004067",448129,KS,The project(s) will prevent unregulated water quality or human health impacts.
"20002004201",450646,KS,The project(s) will prevent unregulated water quality or human health impacts.
"20002004209",450760,KS,The project(s) will prevent unregulated water quality or human health impacts.
"26007003061",3539446,MI,The project(s) will prevent unregulated water quality or human health impacts.
"51000010020",3540557,VA,The project(s) will prevent unregulated water quality or human health impacts.
"51000010043",3541167,VA,The project(s) will prevent unregulated water quality or human health impacts.
"51000010055",3541182,VA,The project(s) will prevent unregulated water quality or human health impacts.
"35201200040",3541937,NM,"The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"51000010118",3542046,VA,The project(s) will prevent unregulated water quality or human health impacts.
"18120000096",3542909,IN,The project(s) will prevent unregulated water quality or human health impacts.
"21000007001",372714,KY,The project(s) will prevent unregulated water quality or human health impacts.
"08106000000",413171,CO,The project(s) is required to maintain compliance with a NPDES permit.
"36009302001",414581,NY,The project(s) will prevent unregulated water quality or human health impacts.
"21000298001",1139714,KY,The project(s) will prevent unregulated water quality or human health impacts.
"21000356001",1139755,KY,The project(s) will prevent unregulated water quality or human health impacts.
"21000372001",1139763,KY,The project(s) will prevent unregulated water quality or human health impacts.
"23000112001",1142551,ME,The project(s) is required to maintain compliance with a NPDES permit.
"23000112001",1142551,ME,The project(s) is necessary to obtain compliance with a new permit requirement.
"23000115001",1142554,ME,The project(s) will prevent unregulated water quality or human health impacts.
"22000555001",1168209,LA,The project(s) is required to maintain compliance with a NPDES permit.
"40000059001",1172479,OK,"The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"40000165002",1172548,OK,"The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"40000585001",1172775,OK,"The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"06003014001",1175382,CA,The project(s) will prevent unregulated water quality or human health impacts.
"06005249001",1175733,CA,The project(s) is required to maintain compliance with a NPDES permit.
"08209000078",3500230,CO,The project(s) is required to maintain compliance with a NPDES permit.
"08209000078",3500230,CO,The project(s) is to increase capacity or improve treatment in advance of anticipated new permit requirements.
"08209000100",3500252,CO,The project(s) is required to maintain compliance with a NPDES permit.
"08209000100",3500252,CO,The project(s) is to increase capacity or improve treatment in advance of anticipated new permit requirements.
"12000700017",3500381,FL,The project(s) will prevent unregulated water quality or human health impacts.
"12000701051",3501097,FL,The project(s) will prevent unregulated water quality or human health impacts.
"26007003023",3539158,MI,The project(s) will prevent unregulated water quality or human health impacts.
"26007003040",3539181,MI,The project(s) will prevent unregulated water quality or human health impacts.
"13000999025",3539620,GA,"The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"51000010011",3540497,VA,The project(s) will prevent unregulated water quality or human health impacts.
"51000010144",3541136,VA,The project(s) will prevent unregulated water quality or human health impacts.
"33000300001",3541578,NH,The project(s) will prevent unregulated water quality or human health impacts.
"51000010091",3541825,VA,The project(s) will prevent unregulated water quality or human health impacts.
"18120000098",3542911,IN,The project(s) will prevent unregulated water quality or human health impacts.
"41000050002",3543238,OR,The project(s) is required to maintain compliance with a NPDES permit.
"47000275002",398857,TN,The project(s) is required to maintain compliance with a NPDES permit.
"47000275002",398857,TN,The project(s) will prevent unregulated water quality or human health impacts.
"55001600002",401018,WI,The project(s) is required to maintain compliance with a NPDES permit.
"22003289002",1168494,LA,The project(s) is required to maintain compliance with a NPDES permit.
"49000064001",1170419,UT,The project(s) is required to maintain compliance with a NPDES permit.
"40000166007",1172555,OK,"The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"06002091001",1175343,CA,The project(s) will prevent unregulated water quality or human health impacts.
"06005045001",1175565,CA,The project(s) is required to maintain compliance with a NPDES permit.
"06005054001",1175573,CA,The project(s) is required to maintain compliance with a NPDES permit.
"53001025001",1180896,WA,The project(s) is required to maintain compliance with a NPDES permit.
"48007039047",1183839,TX,The project(s) is to achieve or maintain compliance with a TMDL.
"48007039047",1183839,TX,The project(s) will prevent unregulated water quality or human health impacts.
"56000017001",1194786,WY,The project(s) is required to maintain compliance with a NPDES permit.
"56000017001",1194786,WY,The project(s) will prevent unregulated water quality or human health impacts.
"42005008002",1196458,PA,The project(s) is required to maintain compliance with a NPDES permit.
"42005008002",1196458,PA,The project(s) will prevent unregulated water quality or human health impacts.
"53200802101",3507417,WA,The project(s) is required to maintain compliance with a NPDES permit.
"53200802108",3507424,WA,The project(s) is required to maintain compliance with a NPDES permit.
"53200802108",3507424,WA,The project(s) will prevent unregulated water quality or human health impacts.
"42000000413",3510916,PA,The project(s) is to achieve or maintain compliance with a TMDL.
"25000223001",1092508,MA,The project(s) will prevent unregulated water quality or human health impacts.
"54002007001",1094898,WV,The project(s) will prevent unregulated water quality or human health impacts.
"54003903001",1095155,WV,The project(s) is required to maintain compliance with a NPDES permit.
"54003903001",1095155,WV,"The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"54003414001",1095124,WV,The project(s) is to achieve or maintain compliance with a TMDL.
"54003414001",1095124,WV,The project(s) will prevent unregulated water quality or human health impacts.
"54004107001",1095188,WV,The project(s) will prevent unregulated water quality or human health impacts.
"54005403001",1095314,WV,The project(s) will prevent unregulated water quality or human health impacts.
"33000078001",1100967,NH,The project(s) will prevent unregulated water quality or human health impacts.
"01000154001",1101989,AL,The project(s) is required to maintain compliance with a NPDES permit.
"01000154001",1101989,AL,The project(s) will prevent unregulated water quality or human health impacts.
"01000154001",1101989,AL,"The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"01000413001",1102222,AL,The project(s) is required to maintain compliance with a NPDES permit.
"01000413001",1102222,AL,The project(s) will prevent unregulated water quality or human health impacts.
"01000413001",1102222,AL,"The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"02000105001",1104787,AK,The project(s) will prevent unregulated water quality or human health impacts.
"55001740001",1206249,WI,The project(s) is required to maintain compliance with a NPDES permit.
"51000202001",1192813,VA,The project(s) will prevent unregulated water quality or human health impacts.
"08000103001",1066904,CO,The project(s) is to increase capacity or improve treatment in advance of anticipated new permit requirements.
"04000311001",1069326,AZ,The project(s) is to increase capacity or improve treatment in advance of anticipated new permit requirements.
"04000311001",1069326,AZ,The project(s) will prevent unregulated water quality or human health impacts.
"04001328001",1069462,AZ,The project(s) is to increase capacity or improve treatment in advance of anticipated new permit requirements.
"31001163001",1230212,NE,The project(s) is required to maintain compliance with a NPDES permit.
"31001163001",1230212,NE,"The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"31001995001",1230249,NE,The project(s) is required to maintain compliance with a NPDES permit.
"31001995001",1230249,NE,"The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"31001120001",3342077,NE,The project(s) is required to maintain compliance with a NPDES permit.
"31001120001",3342077,NE,The project(s) will prevent unregulated water quality or human health impacts.
"31001120001",3342077,NE,"The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"12000700036",3500426,FL,The project(s) will prevent unregulated water quality or human health impacts.
"05000051003",3501300,AR,The project(s) will prevent unregulated water quality or human health impacts.
"05000051003",3501300,AR,"The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"53200802083",3507357,WA,The project(s) is required to maintain compliance with a NPDES permit.
"37002001001",1153246,NC,The project(s) is required to maintain compliance with a NPDES permit.
"37002001001",1153246,NC,The project(s) will prevent unregulated water quality or human health impacts.
"36002001004",1220308,NY,The project(s) is required to maintain compliance with a NPDES permit.
"36002001004",1220308,NY,The project(s) will prevent unregulated water quality or human health impacts.
"36002001004",1220308,NY,"The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"36005081001",1220888,NY,The project(s) will prevent unregulated water quality or human health impacts.
"36007046001",1221079,NY,The project(s) will prevent unregulated water quality or human health impacts.
"31000015001",1230162,NE,The project(s) is required to maintain compliance with a NPDES permit.
"31000015001",1230162,NE,The project(s) will prevent unregulated water quality or human health impacts.
"31000015001",1230162,NE,"The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"18004654001",1234208,IN,The project(s) is required to maintain compliance with a NPDES permit.
"19000600001",1234669,IA,The project(s) is required to maintain compliance with a NPDES permit.
"41000062001",1238048,OR,The project(s) will prevent unregulated water quality or human health impacts.
"12000092005",1239615,FL,The project(s) will prevent unregulated water quality or human health impacts.
"69000001001",1242240,MP,The project(s) is required to maintain compliance with a NPDES permit.
"36008259002",2815681,NY,The project(s) will prevent unregulated water quality or human health impacts.
"08000055001",1066858,CO,The project(s) is to increase capacity or improve treatment in advance of anticipated new permit requirements.
"08000085001",1066889,CO,The project(s) is required to maintain compliance with a NPDES permit.
"08000085001",1066889,CO,The project(s) is to increase capacity or improve treatment in advance of anticipated new permit requirements.
"04001315005",1069454,AZ,The project(s) is to increase capacity or improve treatment in advance of anticipated new permit requirements.
"04001315005",1069454,AZ,The project(s) will prevent unregulated water quality or human health impacts.
"09001290001",1071927,CT,The project(s) is to achieve or maintain compliance with a TMDL.
"09001290001",1071927,CT,The project(s) will prevent unregulated water quality or human health impacts.
"34001077001",1073311,NJ,The project(s) is required to maintain compliance with a NPDES permit.
"34001077001",1073311,NJ,The project(s) will prevent unregulated water quality or human health impacts.
"34001090001",1073315,NJ,The project(s) is required to maintain compliance with a NPDES permit.
"34001090001",1073315,NJ,The project(s) will prevent unregulated water quality or human health impacts.
"34002254001",1073542,NJ,The project(s) will prevent unregulated water quality or human health impacts.
"34002376001",1073563,NJ,The project(s) will prevent unregulated water quality or human health impacts.
"34004500001",1073733,NJ,The project(s) is required to maintain compliance with a NPDES permit.
"12000054001",1078174,FL,The project(s) is required to maintain compliance with a NPDES permit.
"12000054001",1078174,FL,The project(s) will prevent unregulated water quality or human health impacts.
"12000054001",1078174,FL,"The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"27005506001",1231544,MN,The project(s) is required to maintain compliance with a NPDES permit.
"27005506001",1231544,MN,The project(s) is to increase capacity or improve treatment in advance of anticipated new permit requirements.
"27009809001",1231569,MN,The project(s) is required to maintain compliance with a NPDES permit.
"29004081001",1233300,MO,The project(s) is to increase capacity or improve treatment in advance of anticipated new permit requirements.
"29004081001",1233300,MO,"The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"39004563010",3529384,OH,The project(s) will prevent unregulated water quality or human health impacts.
"51000010132",3540757,VA,The project(s) will prevent unregulated water quality or human health impacts.
"39000253003",3541278,OH,The project(s) will prevent unregulated water quality or human health impacts.
"51000010079",3541525,VA,The project(s) will prevent unregulated water quality or human health impacts.
"33000039002",3541877,NH,The project(s) will prevent unregulated water quality or human health impacts.
"18120000087",3542900,IN,The project(s) will prevent unregulated water quality or human health impacts.
"47001385001",1166208,TN,The project(s) will prevent unregulated water quality or human health impacts.
"22003235001",1168471,LA,The project(s) is required to maintain compliance with a NPDES permit.
"22003330001",1168527,LA,The project(s) is required to maintain compliance with a NPDES permit.
"22009019007",1168608,LA,The project(s) is required to maintain compliance with a NPDES permit.
"22009019007",1168608,LA,The project(s) is to achieve or maintain compliance with a TMDL.
"22009900004",1168705,LA,The project(s) is required to maintain compliance with a NPDES permit.
"22009900004",1168705,LA,The project(s) will prevent unregulated water quality or human health impacts.
"49000155001",1170501,UT,The project(s) is required to maintain compliance with a NPDES permit.
"40000211001",1172590,OK,"The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"40000366001",1172643,OK,"The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"06004017001",1175504,CA,"The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"06005030001",1175552,CA,The project(s) will prevent unregulated water quality or human health impacts.
"51000010003",3539376,VA,The project(s) will prevent unregulated water quality or human health impacts.
"21000256002",3540136,KY,The project(s) will prevent unregulated water quality or human health impacts.
"51000010088",3541822,VA,The project(s) will prevent unregulated water quality or human health impacts.
"33000038002",3541828,NH,The project(s) will prevent unregulated water quality or human health impacts.
"51000010110",3542038,VA,The project(s) will prevent unregulated water quality or human health impacts.
"29000959001",1133224,MO,"The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"29001051001",1133331,MO,The project(s) is necessary to obtain compliance with a new permit requirement.
"29001051001",1133331,MO,The project(s) is to increase capacity or improve treatment in advance of anticipated new permit requirements.
"21000018005",1139484,KY,The project(s) will prevent unregulated water quality or human health impacts.
"21000062001",1139529,KY,The project(s) is required to maintain compliance with a NPDES permit.
"21000062001",1139529,KY,The project(s) will prevent unregulated water quality or human health impacts.
"31000960001",1145892,NE,The project(s) is required to maintain compliance with a NPDES permit.
"31000960001",1145892,NE,The project(s) will prevent unregulated water quality or human health impacts.
"31000960001",1145892,NE,"The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"27001104001",1148192,MN,The project(s) is required to maintain compliance with a NPDES permit.
"38000313001",1151550,ND,The project(s) is required to maintain compliance with a NPDES permit.
"08209000085",3500237,CO,The project(s) is required to maintain compliance with a NPDES permit.
"12000700062",3500474,FL,The project(s) will prevent unregulated water quality or human health impacts.
"12000701035",3501059,FL,The project(s) will prevent unregulated water quality or human health impacts.
"12000701067",3501161,FL,The project(s) will prevent unregulated water quality or human health impacts.
"12000017025",485372,FL,The project(s) is required to maintain compliance with a NPDES permit.
"12000017025",485372,FL,The project(s) will prevent unregulated water quality or human health impacts.
"39001081002",1064217,OH,The project(s) is required to maintain compliance with a NPDES permit.
"39001081002",1064217,OH,The project(s) will prevent unregulated water quality or human health impacts.
"08000116001",1066917,CO,The project(s) is required to maintain compliance with a NPDES permit.
"08000116001",1066917,CO,The project(s) is to increase capacity or improve treatment in advance of anticipated new permit requirements.
"04002800001",1069690,AZ,The project(s) is to increase capacity or improve treatment in advance of anticipated new permit requirements.
"04002800001",1069690,AZ,The project(s) will prevent unregulated water quality or human health impacts.
"18000004104",413715,IN,"The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"34006012011",442412,NJ,The project(s) is required to maintain compliance with a NPDES permit.
"34006012011",442412,NJ,"The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"34003509011",442579,NJ,The project(s) is required to maintain compliance with a NPDES permit.
"34003509011",442579,NJ,The project(s) is necessary to obtain compliance with a new permit requirement.
"34003509011",442579,NJ,The project(s) will prevent unregulated water quality or human health impacts.
"34001383021",488426,NJ,The project(s) will prevent unregulated water quality or human health impacts.
"08000172001",1066966,CO,The project(s) is required to maintain compliance with a NPDES permit.
"08000172001",1066966,CO,The project(s) is to increase capacity or improve treatment in advance of anticipated new permit requirements.
"04001505002",1069523,AZ,The project(s) is to increase capacity or improve treatment in advance of anticipated new permit requirements.
"04001505002",1069523,AZ,The project(s) will prevent unregulated water quality or human health impacts.
"04002301001",1069595,AZ,The project(s) is to increase capacity or improve treatment in advance of anticipated new permit requirements.
"04002301001",1069595,AZ,The project(s) will prevent unregulated water quality or human health impacts.
"09000040001",1071772,CT,The project(s) will prevent unregulated water quality or human health impacts.
"34001306001",1073411,NJ,The project(s) will prevent unregulated water quality or human health impacts.
"34003526001",1073690,NJ,The project(s) will prevent unregulated water quality or human health impacts.
"34005085001",1073743,NJ,The project(s) will prevent unregulated water quality or human health impacts.
"34008315001",1073923,NJ,The project(s) is required to maintain compliance with a NPDES permit.
"39000063001",1080488,OH,The project(s) is required to maintain compliance with a NPDES permit.
"34001184011",442464,NJ,The project(s) is required to maintain compliance with a NPDES permit.
"34001184011",442464,NJ,The project(s) is necessary to obtain compliance with a new permit requirement.
"34001184011",442464,NJ,The project(s) will prevent unregulated water quality or human health impacts.
"34002543011",442599,NJ,The project(s) is required to maintain compliance with a NPDES permit.
"34002543011",442599,NJ,The project(s) is necessary to obtain compliance with a new permit requirement.
"34002543011",442599,NJ,The project(s) will prevent unregulated water quality or human health impacts.
"34002540011",442744,NJ,The project(s) is required to maintain compliance with a NPDES permit.
"34002540011",442744,NJ,The project(s) is necessary to obtain compliance with a new permit requirement.
"34002540011",442744,NJ,The project(s) will prevent unregulated water quality or human health impacts.
"20002004157",450135,KS,The project(s) will prevent unregulated water quality or human health impacts.
"10000001007",473183,DE,The project(s) will prevent unregulated water quality or human health impacts.
"29002213001",485766,MO,The project(s) is necessary to obtain compliance with a new permit requirement.
"29002213001",485766,MO,The project(s) is to achieve or maintain compliance with a TMDL.
"30000002001",1159078,MT,The project(s) will prevent unregulated water quality or human health impacts.
"28001265001",1160488,MS,The project(s) will prevent unregulated water quality or human health impacts.
"41000011012",1164267,OR,The project(s) is required to maintain compliance with a NPDES permit.
"41000265001",1164476,OR,The project(s) is required to maintain compliance with a NPDES permit.
"41000265001",1164476,OR,The project(s) is necessary to obtain compliance with a new permit requirement.
"41000265001",1164476,OR,The project(s) is to increase capacity or improve treatment in advance of anticipated new permit requirements.
"41000265001",1164476,OR,"The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"55004030001",1206574,WI,The project(s) is required to maintain compliance with a NPDES permit.
"55005070001",1206709,WI,The project(s) is to increase capacity or improve treatment in advance of anticipated new permit requirements.
"36001001001",1220238,NY,The project(s) is required to maintain compliance with a NPDES permit.
"36006053001",1220975,NY,The project(s) is necessary to obtain compliance with a new permit requirement.
"42001013001",1227177,PA,The project(s) is required to maintain compliance with a NPDES permit.
"55003180001",1229207,WI,The project(s) is required to maintain compliance with a NPDES permit.
"38000035002",3530656,ND,The project(s) is required to maintain compliance with a NPDES permit.
"08100200005",448401,CO,The project(s) is required to maintain compliance with a NPDES permit.
"08100200005",448401,CO,The project(s) will prevent unregulated water quality or human health impacts.
"27044000602",454129,MN,The project(s) is required to maintain compliance with a NPDES permit.
"17000529001",1113804,IL,The project(s) is required to maintain compliance with a NPDES permit.
"17000529001",1113804,IL,The project(s) is necessary to obtain compliance with a new permit requirement.
"17000529001",1113804,IL,The project(s) will prevent unregulated water quality or human health impacts.
"17000529001",1113804,IL,"The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"42007506001",1197252,PA,The project(s) is required to maintain compliance with a NPDES permit.
"42007506001",1197252,PA,The project(s) will prevent unregulated water quality or human health impacts.
"55007725001",1206804,WI,The project(s) is required to maintain compliance with a NPDES permit.
"24000048003",1214292,MD,The project(s) is required to maintain compliance with a NPDES permit.
"36001015031",1220284,NY,The project(s) is required to maintain compliance with a NPDES permit.
"36004102003",1220790,NY,The project(s) is required to maintain compliance with a NPDES permit.
"36004102003",1220790,NY,The project(s) is necessary to obtain compliance with a new permit requirement.
"06008010006",3486596,CA,The project(s) is required to maintain compliance with a NPDES permit.
"08209000150",3501028,CO,The project(s) is required to maintain compliance with a NPDES permit.
"08209000150",3501028,CO,The project(s) is to increase capacity or improve treatment in advance of anticipated new permit requirements.
"12000701064",3501140,FL,The project(s) will prevent unregulated water quality or human health impacts.
"12000120006",3509736,FL,The project(s) will prevent unregulated water quality or human health impacts.
"26004002020",3515137,MI,The project(s) will prevent unregulated water quality or human health impacts.
"17000703003",3521617,IL,The project(s) is necessary to obtain compliance with a new permit requirement.
"33000047002",3521783,NH,The project(s) is required to maintain compliance with a NPDES permit.
"17000159001",1113438,IL,The project(s) will prevent unregulated water quality or human health impacts.
"78010200006",3535976,VI,The project(s) will prevent unregulated water quality or human health impacts.
"18120000069",3536276,IN,The project(s) is required to maintain compliance with a NPDES permit.
"18120000069",3536276,IN,"The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"26007003068",3539457,MI,The project(s) will prevent unregulated water quality or human health impacts.
"51000010065",3541482,VA,The project(s) will prevent unregulated water quality or human health impacts.
"33000296001",3541739,NH,The project(s) will prevent unregulated water quality or human health impacts.
"51000010090",3541824,VA,The project(s) will prevent unregulated water quality or human health impacts.
"33000345001",3541936,NH,The project(s) will prevent unregulated water quality or human health impacts.
"51000010222",3542061,VA,The project(s) will prevent unregulated water quality or human health impacts.
"33000109002",3542076,NH,The project(s) will prevent unregulated water quality or human health impacts.
"33000046002",3542246,NH,The project(s) will prevent unregulated water quality or human health impacts.
"18000001001",1120056,IN,The project(s) is required to maintain compliance with a NPDES permit.
"18000085001",1120109,IN,The project(s) is required to maintain compliance with a NPDES permit.
"18000105001",1120117,IN,The project(s) is required to maintain compliance with a NPDES permit.
"18000254001",1120153,IN,The project(s) is required to maintain compliance with a NPDES permit.
"15000007004",1123283,HI,"The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"19000700001",1124066,IA,The project(s) is required to maintain compliance with a NPDES permit.
"18004535001",1120374,IN,The project(s) is required to maintain compliance with a NPDES permit.
"19000153001",1123578,IA,The project(s) is required to maintain compliance with a NPDES permit.
"19000153001",1123578,IA,The project(s) will prevent unregulated water quality or human health impacts.
"19000565001",1123947,IA,The project(s) is to increase capacity or improve treatment in advance of anticipated new permit requirements.
"19000795002",1124143,IA,The project(s) is to increase capacity or improve treatment in advance of anticipated new permit requirements.
"31001161001",1230211,NE,The project(s) is required to maintain compliance with a NPDES permit.
"31001161001",1230211,NE,The project(s) will prevent unregulated water quality or human health impacts.
"31001161001",1230211,NE,"The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"31002037001",1230250,NE,The project(s) will prevent unregulated water quality or human health impacts.
"31002037001",1230250,NE,"The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"31002135001",1230253,NE,The project(s) is required to maintain compliance with a NPDES permit.
"31002135001",1230253,NE,"The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"19000530001",1234663,IA,The project(s) will prevent unregulated water quality or human health impacts.
"22003328002",1237435,LA,The project(s) is necessary to obtain compliance with a new permit requirement.
"42004059001",1196273,PA,The project(s) will prevent unregulated water quality or human health impacts.
"55003020001",1206425,WI,The project(s) is required to maintain compliance with a NPDES permit.
"55003490001",1206501,WI,The project(s) is required to maintain compliance with a NPDES permit.
"24000048024",1214301,MD,The project(s) is required to maintain compliance with a NPDES permit.
"36001010001",1220247,NY,The project(s) is required to maintain compliance with a NPDES permit.
"36001010001",1220247,NY,"The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"36002001011",1220315,NY,The project(s) is required to maintain compliance with a NPDES permit.
"36002001011",1220315,NY,The project(s) will prevent unregulated water quality or human health impacts.
"36002001011",1220315,NY,"The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"33000101002",3542441,NH,The project(s) will prevent unregulated water quality or human health impacts.
"18120000077",3542617,IN,The project(s) is to achieve or maintain compliance with a TMDL.
"18120000077",3542617,IN,The project(s) will prevent unregulated water quality or human health impacts.
"21000610001",3542896,KY,The project(s) will prevent unregulated water quality or human health impacts.
"06006009002",3522480,CA,The project(s) is required to maintain compliance with a NPDES permit.
"06006009002",3522480,CA,The project(s) is to increase capacity or improve treatment in advance of anticipated new permit requirements.
"18120000044",3525121,IN,The project(s) is required to maintain compliance with a NPDES permit.
"78010100001",3539001,VI,The project(s) will prevent unregulated water quality or human health impacts.
"26007003054",3539439,MI,The project(s) will prevent unregulated water quality or human health impacts.
"17001415001",1114092,IL,The project(s) will prevent unregulated water quality or human health impacts.
"18001009001",1120241,IN,The project(s) is required to maintain compliance with a NPDES permit.
"18002010001",1120260,IN,The project(s) is required to maintain compliance with a NPDES permit.
"32000200408",406785,NV,The project(s) is to increase capacity or improve treatment in advance of anticipated new permit requirements.
"32000200408",406785,NV,"The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"40000598001",1172780,OK,"The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"40000832001",1172897,OK,"The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"06002043001",1175301,CA,The project(s) is required to maintain compliance with a NPDES permit.
"06005178001",1175688,CA,The project(s) will prevent unregulated water quality or human health impacts.
"53001310001",1180944,WA,The project(s) is required to maintain compliance with a NPDES permit.
"48001218002",1182998,TX,"The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"48005071001",1183620,TX,The project(s) will prevent unregulated water quality or human health impacts.
"26007003060",3539445,MI,The project(s) will prevent unregulated water quality or human health impacts.
"26007003069",3539458,MI,The project(s) will prevent unregulated water quality or human health impacts.
"51000010246",3542105,VA,The project(s) will prevent unregulated water quality or human health impacts.
"33000338001",3542302,NH,The project(s) will prevent unregulated water quality or human health impacts.
"55004480000",419614,WI,The project(s) will prevent unregulated water quality or human health impacts.
"19000164001",1123587,IA,The project(s) is required to maintain compliance with a NPDES permit.
"19000164001",1123587,IA,The project(s) will prevent unregulated water quality or human health impacts.
"19000253001",1123670,IA,The project(s) is required to maintain compliance with a NPDES permit.
"19000253001",1123670,IA,The project(s) will prevent unregulated water quality or human health impacts.
"19001072001",1124346,IA,The project(s) is to increase capacity or improve treatment in advance of anticipated new permit requirements.
"16000072001",1128622,ID,The project(s) will prevent unregulated water quality or human health impacts.
"34121319021",464947,NJ,The project(s) will prevent unregulated water quality or human health impacts.
"36004064001",1220762,NY,The project(s) is required to maintain compliance with a NPDES permit.
"36004064001",1220762,NY,"The project(s) improves water efficiency, improves energy efficiency, improves water conservation, addresses climate change, or improves resiliency."
"36005009001",1220820,NY,The project(s) is required to maintain compliance with a NPDES permit.
"36005022001",1220838,NY,The project(s) is required to maintain compliance with a NPDES permit.
"36006061001",1220979,NY,The project(s) is necessary to obtain compliance with a new permit requirement.
"36007136007",1221120,NY,The project(s) is required to maintain compliance with a NPDES permit.
"36008078001",1221271,NY,The project(s) is required to maintain compliance with a NPDES permit.
"36008078001",1221271,NY,The project(s) is necessary to obtain compliance with a new permit requirement.
"36009089001",1221436,NY,The project(s) is required to maintain compliance with a NPDES permit.
"36009089001",1221436,NY,The project(s) is necessary to obtain compliance with a new permit requirement.
"36009126001",1221479,NY,The project(s) will prevent unregulated water quality or human health impacts.
"04002709004",3530276,AZ,The project(s) is to increase capacity or improve treatment in advance of anticipated new permit requirements.
"04002709004",3530276,AZ,The project(s) will prevent unregulated water quality or human health impacts.
"08201200085",3530876,CO,The project(s) is required to maintain compliance with a NPDES permit.
"08201200085",3530876,CO,The project(s) is to increase capacity or improve treatment in advance of anticipated new permit requirements.
"33000095002",3535776,NH,The project(s) will prevent unregulated water quality or human health impacts.
"26007003016",3539143,MI,The project(s) will prevent unregulated water quality or human health impacts.
"26007003029",3539164,MI,The project(s) will prevent unregulated water quality or human health impacts.
