DATAFILE_AS_OF,REPORT_YEAR,REPORT_NUMBER,SUPPLEMENTAL_NUMBER,OPERATOR_ID,OPERATOR_NAME,OFFICE_ADDRESS_STREET,OFFICE_ADDRESS_CITY,OFFICE_ADDRESS_COUNTY,OFFICE_ADDRESS_STATE,OFFICE_ADDRESS_ZIP,HQ_ADDRESS_STREET,HQ_ADDRESS_CITY,HQ_ADDRESS_COUNTY,HQ_ADDRESS_STATE,HQ_ADDRESS_ZIP,COMMODITY,STOP,OPERATOR_TYPE,MMILES_STEEL_UNP_BARE,MMILES_STEEL_UNP_COATED,MMILES_STEEL_CP_BARE,MMILES_STEEL_CP_COATED,MMILES_PLASTIC,MMILES_CI,MMILES_DI,MMILES_CU,MMILES_OTHER,MMILES_RCI,MMILES_TOTAL,NUM_SRVS_STEEL_UNP_BARE,NUM_SRVS_STEEL_UNP_COATED,NUM_SRVS_STEEL_CP_BARE,NUM_SRVS_STEEL_CP_COATED,NUM_SRVS_PLASTIC,NUM_SRVS_CI,NUM_SRVS_DI,NUM_SRVS_CU,NUM_SRVS_OTHER,NUM_SRVS_RCI,NUM_SRVCS_TOTAL,MMILES_STEEL_UNK,MMILES_STEEL_LT2IN,MMILES_STEEL_2IN_TO_4IN,MMILES_STEEL_4IN_TO_8IN,MMILES_STEEL_8IN_TO_12IN,MMILES_STEEL_GT12IN,MMILES_STEEL_TOTAL,MMILES_DI_UNK,MMILES_DI_LT2IN,MMILES_DI_2IN_TO_4IN,MMILES_DI_4IN_TO_8IN,MMILES_DI_8IN_TO_12IN,MMILES_DI_GT12IN,MMILES_DI_TOTAL,MMILES_CU_UNK,MMILES_CU_LT2IN,MMILES_CU_2IN_TO_4IN,MMILES_CU_4IN_TO_8IN,MMILES_CU_8IN_TO_12IN,MMILES_CU_GT12IN,MMILES_CU_TOTAL,MMILES_CI_WR_UNK,MMILES_CI_WR_LT2IN,MMILES_CI_WR_2IN_TO_4IN,MMILES_CI_WR_4IN_TO_8IN,MMILES_CI_WR_8IN_TO_12IN,MMILES_CI_WR_GT12IN,MMILES_CI_WR_TOTAL,MMILES_PLASTIC_UNK,MMILES_PLASTIC_LT2IN,MMILES_PLASTIC_2IN_TO_4IN,MMILES_PLASTIC_4IN_TO_8IN,MMILES_PLASTIC_8IN_TO_12IN,MMILES_PLASTIC_GT12IN,MMILES_PLASTIC_TOTAL,MMILES_PE_UNK,MMILES_PE_LT2IN,MMILES_PE_2IN_TO_4IN,MMILES_PE_4IN_TO_8IN,MMILES_PE_8IN_TO_12IN,MMILES_PE_GT12IN,MMILES_PE_TOTAL,MMILES_ABS_UNK,MMILES_ABS_LT2IN,MMILES_ABS_2IN_TO_4IN,MMILES_ABS_4IN_TO_8IN,MMILES_ABS_8IN_TO_12IN,MMILES_ABS_GT12IN,MMILES_ABS_TOTAL,MMILES_OTH_PLSTC_UNK,MMILES_OTH_PLSTC_LT2IN,MMILES_OTH_PLSTC_2IN_TO_4IN,MMILES_OTH_PLSTC_4IN_TO_8IN,MMILES_OTH_PLSTC_8IN_TO_12IN,MMILES_OTH_PLSTC_GT12IN,MMILES_OTH_PLSTC_TOTAL,MMILES_OTHER_UNK,MMILES_OTHER_LT2IN,MMILES_OTHER_2IN_TO_4IN,MMILES_OTHER_4IN_TO_8IN,MMILES_OTHER_8IN_TO_12IN,MMILES_OTHER_GT12IN,MMILES_OTHER_TOTAL,MMILES_OTHER_MATERIAL_DETAIL,MMILES_RCI_UNK,MMILES_RCI_LT2IN,MMILES_RCI_2IN_TO_4IN,MMILES_RCI_4IN_TO_8IN,MMILES_RCI_8IN_TO_12IN,MMILES_RCI_GT12IN,MMILES_RCI_TOTAL,MMILES_UNK_TOTAL,MMILES_LT2IN_TOTAL,MMILES_2IN_TO_4IN_TOTAL,MMILES_4IN_TO_8IN_TOTAL,MMILES_8IN_TO_12IN_TOTAL,MMILES_GT12IN_TOTAL,MMILES_PART_B2_TOTAL,AVERAGE_LENGTH,NUM_SRVS_STEEL_UNK,NUM_SRVS_STEEL_LT1IN,NUM_SRVS_STEEL_1IN_TO_2IN,NUM_SRVS_STEEL_2IN_TO_4IN,NUM_SRVS_STEEL_4IN_TO_8IN,NUM_SRVS_STEEL_GT8IN,NUM_SRVS_STEEL_TOTAL,NUM_SRVS_DI_UNK,NUM_SRVS_DI_LT1IN,NUM_SRVS_DI_1IN_TO_2IN,NUM_SRVS_DI_2IN_TO_4IN,NUM_SRVS_DI_4IN_TO_8IN,NUM_SRVS_DI_GT8IN,NUM_SRVS_DI_TOTAL,NUM_SRVS_CU_UNK,NUM_SRVS_CU_LT1IN,NUM_SRVS_CU_1IN_TO_2IN,NUM_SRVS_CU_2IN_TO_4IN,NUM_SRVS_CU_4IN_TO_8IN,NUM_SRVS_CU_GT8IN,NUM_SRVS_CU_TOTAL,NUM_SRVS_CI_WR_UNK,NUM_SRVS_CI_WR_LT1IN,NUM_SRVS_CI_WR_1IN_TO_2IN,NUM_SRVS_CI_WR_2IN_TO_4IN,NUM_SRVS_CI_WR_4IN_TO_8IN,NUM_SRVS_CI_WR_GT8IN,NUM_SRVS_CI_WR_TOTAL,NUM_SRVS_PLASTIC_UNK,NUM_SRVS_PLASTIC_LT1IN,NUM_SRVS_PLASTIC_1IN_TO_2IN,NUM_SRVS_PLASTIC_2IN_TO_4IN,NUM_SRVS_PLASTIC_4IN_TO_8IN,NUM_SRVS_PLASTIC_GT8IN,NUM_SRVS_PLASTIC_TOTAL,NUM_SRVS_PE_UNK,NUM_SRVS_PE_LT1IN,NUM_SRVS_PE_1IN_TO_2IN,NUM_SRVS_PE_2IN_TO_4IN,NUM_SRVS_PE_4IN_TO_8IN,NUM_SRVS_PE_GT8IN,NUM_SRVS_PE_TOTAL,NUM_SRVS_ABS_UNK,NUM_SRVS_ABS_LT1IN,NUM_SRVS_ABS_1IN_TO_2IN,NUM_SRVS_ABS_2IN_TO_4IN,NUM_SRVS_ABS_4IN_TO_8IN,NUM_SRVS_ABS_GT8IN,NUM_SRVS_ABS_TOTAL,NUM_SRVS_OTH_PLSTC_UNK,NUM_SRVS_OTH_PLSTC_LT1IN,NUM_SRVS_OTH_PLSTC_1IN_TO_2IN,NUM_SRVS_OTH_PLSTC_2IN_TO_4IN,NUM_SRVS_OTH_PLSTC_4IN_TO_8IN,NUM_SRVS_OTH_PLSTC_GT8IN,NUM_SRVS_OTH_PLSTC_TOTAL,NUM_SRVS_OTHER_UNK,NUM_SRVS_OTHER_LT1IN,NUM_SRVS_OTHER_1IN_TO_2IN,NUM_SRVS_OTHER_2IN_TO_4IN,NUM_SRVS_OTHER_4IN_TO_8IN,NUM_SRVS_OTHER_GT8IN,NUM_SRVS_OTHER_TOTAL,NUM_SRVS_OTHER_MATERIAL_DETAIL,NUM_SRVS_RCI_UNK,NUM_SRVS_RCI_LT1IN,NUM_SRVS_RCI_1IN_TO_2IN,NUM_SRVS_RCI_2IN_TO_4IN,NUM_SRVS_RCI_4IN_TO_8IN,NUM_SRVS_RCI_GT8IN,NUM_SRVS_RCI_TOTAL,NUM_SRVS_UNK_TOTAL,NUM_SRVS_LT1IN_TOTAL,NUM_SRVS_1IN_TO_2IN_TOTAL,NUM_SRVS_2IN_TO_4IN_TOTAL,NUM_SRVS_4IN_TO_8IN_TOTAL,NUM_SRVS_GT8IN_TOTAL,NUM_SRVS_PART_B3_TOTAL,MMILES_BY_DCD_UNK,MMILES_BY_DCD_PRE1940,MMILES_BY_DCD_1940_TO_1949,MMILES_BY_DCD_1950_TO_1959,MMILES_BY_DCD_1960_TO_1969,MMILES_BY_DCD_1970_TO_1979,MMILES_BY_DCD_1980_TO_1989,MMILES_BY_DCD_1990_TO_1999,MMILES_BY_DCD_2000_TO_2009,MMILES_BY_DCD_2010_TO_2019,MMILES_BY_DCD_2020_TO_2029,MMILES_BY_DCD_TOTAL,NUM_SRVS_BY_DCD_UNK,NUM_SRVS_BY_DCD_PRE1940,NUM_SRVS_BY_DCD_1940_TO_1949,NUM_SRVS_BY_DCD_1950_TO_1959,NUM_SRVS_BY_DCD_1960_TO_1969,NUM_SRVS_BY_DCD_1970_TO_1979,NUM_SRVS_BY_DCD_1980_TO_1989,NUM_SRVS_BY_DCD_1990_TO_1999,NUM_SRVS_BY_DCD_2000_TO_2009,NUM_SRVS_BY_DCD_2010_TO_2019,NUM_SRVS_BY_DCD_2020_TO_2029,NUM_SRVS_BY_DCD_TOTAL,TOTAL_LEAKS_COR_MAINS,TOTAL_LEAKS_NF_MAINS,TOTAL_LEAKS_EX_MAINS,TOTAL_LEAKS_OF_DAM_MAINS,TOTAL_LEAKS_MAT_WELD_MAINS,TOTAL_LEAKS_EQ_MAINS,TOTAL_LEAKS_OP_MAINS,TOTAL_LEAKS_OT_MAINS,TOTAL_LEAKS_COR_SRVS,TOTAL_LEAKS_NF_SRVS,TOTAL_LEAKS_EX_SRVS,TOTAL_LEAKS_OF_DAM_SRVS,TOTAL_LEAKS_MAT_WELD_SRVS,TOTAL_LEAKS_EQ_SRVS,TOTAL_LEAKS_OP_SRVS,TOTAL_LEAKS_OT_SRVS,TOTAL_HAZLEAKS_COR_MAINS,TOTAL_HAZLEAKS_NF_MAINS,TOTAL_HAZLEAKS_EX_MAINS,TOTAL_HAZLEAKS_OF_DAM_MAINS,TOTAL_HAZLEAKS_MAT_WELD_MAINS,TOTAL_HAZLEAKS_EQ_MAINS,TOTAL_HAZLEAKS_OP_MAINS,TOTAL_HAZLEAKS_OT_MAINS,TOTAL_HAZLEAKS_COR_SRVS,TOTAL_HAZLEAKS_NF_SRVS,TOTAL_HAZLEAKS_EX_SRVS,TOTAL_HAZLEAKS_OF_DAM_SRVS,TOTAL_HAZLEAKS_MAT_WELD_SRVS,TOTAL_HAZLEAKS_EQ_SRVS,TOTAL_HAZLEAKS_OP_SRVS,TOTAL_HAZLEAKS_OT_SRVS,KNOWN_LEAKS,MECHANICAL_JOINT_LEAKS,FED_LAND_LEAKS_REPAIRED,PERCENT_UNACC_GAS,PARTDNOTIFNOCALL,PARTDNOTIFOUTAREA,PARTDNOTIFPRIORSTART,PARTDNOTIFAFTEREXP,PARTDNOTIFINCINFO,PARTDNOTIFTOTAL,PARTDEXCAVTESTHOLE,PARTDEXCAVCLEARANCE,PARTDEXCAVPROTSHORE,PARTDEXCAVBACKFILL,PARTDMARKFADE,PARTDEXCAVNOTLISTED,PARTDEXCAVTOTAL,PARTDMISCDETER,PARTDMISCONECALL,PARTDMISCPREVDAMAGE,PARTDMISCROOTCAUSE,PARTDMISCTOTAL,PARTDLOCABANDON,PARTDLOCINCORMAP,PARTDLOCLOCERROR,PARTDLOCNORESP,PARTDLOCINCOMP,PARTDLOCTRACEWIRE,PARTDLOCUNLOCAT,PARTDLOCABANMARK,PARTDLOCMAPMARK,PARTDLOCLOCMARK,PARTDLOCTRACEMARK,PARTDLOCTOTAL,PARTDTOTDAMAGES,PARTDTOTTICKETS,ADDITIONAL_INFORMATION,PREPARERS_NAME,PREPARERS_TITLE,PREPARERS_PHONE,PREPARERS_FAX,PREPARERS_EMAIL,REPORT_SUBMISSION_TYPE,REPORT_DATE,FILING_DATE,FORM_REV
5/1/2025,2024,20250087,65300,15385,"PERRY, CITY OF",224 S Jefferson S,Perry,,FL,32347,224 S. JEFFERSON STREET,PERRY,,FL,32347,Natural Gas,FL,Municipal Owned,,,,50,44,0,0,0,0,0,94,,,692,,1347,0,0,0,0,0,2039,0,34,16,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,75,19,0,0,0,94,90,0,690,2,0,0,0,692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1321,26,0,0,0,1347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2011,28,0,0,0,2039,0,0,0,42,4,7,12,27,2,0,0,94,0,0,0,205,508,390,381,290,26,174,65,2039,,,1,,,,,,,1,2,,,8,,,,,,,,,,,,,,,,,,,12,,0,-0.9,1,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1263,,Garrett Johnson,Natural Gas Superintendent,(850) 843-7496,(000) 000-0000,gjohnson@cityofperry.net,INITIAL,1/21/2025,1/21/2025,7100.1-1 (Rev. 06-2023)
5/1/2025,2024,20250216,66362,15392,PERRY MUNICIPAL GAS SYSTEM,127 E. Main ST.,Perry,MO,MO,63462-1120,127 E. Main St. PO Box 280,Perry,,MO,63462,Natural Gas,MO,Municipal Owned,0,0,0,6.746,1.184,0,0,0,0,0,7.93,0,0,0,392,81,0,0,0,0,0,473,0,5.746,1,0,0,0,6.746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.825,0.359,0,0,0,1.184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,6.571,1.359,0,0,0,7.93,95.3,0,378,13,0,0,0,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,4,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,455,17,0,0,0,472,0,0,0,0,6.746,0,0,0.594,0.274,0.153,0.164,7.931,0,0,0,0,232,132,12,33,24,12,27,472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,,Don Huff,Utility Supt.,(573) 565-3131,(573) 565-3148,ppu@cityofperrymo.com,INITIAL,2/7/2025,2/7/2025,7100.1-1 (Rev. 06-2023)
5/1/2025,2024,20250880,74101,15398,"PERRY GAS SYSTEM, CITY OF",108 Frank Satterfield Rd.,Perry,Houston,GA,31069,P.O. BOX 2030,PERRY,,GA,31069,Natural Gas,GA,Municipal Owned,,,3.9,66.34,36.06,0,0,0,0,0,106.3,,,10,769,2109,0,0,0,0,0,2888,29.45,18.52,10.54,11.73,0,0,70.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.26,3.8,0,0,0,36.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,29.45,50.78,14.34,11.73,0,0,106.3,100,0,779,0,0,0,0,779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2087,22,0,0,0,2109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2866,22,0,0,0,2888,28.7,0,0,21.11,8.44,9,8.56,9.22,9.94,1.2,10.13,106.3,0,0,0,755,889,330,207,174,347,94,92,2888,1,0,5,0,0,1,0,0,7,0,3,0,0,142,1,1,0,0,5,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,2,2,0,0,2,0,0,0,0,0,2,0,,4,8,3309,"This report was prepared by Joshua Lairsey with ESG as the Operational Contractor for the City of Perry. After conducting an analysis, it was determined that the initial estimates for loss and unaccounted-for gas did not fully reflect the most accurate data available. As a result, we have updated the loss and unaccounted-for gas calculations to incorporate the latest information and resolve discrepancies that were identified during the review process.",Joshua Lairsey,,(770)731-5244,,Joshua.Lairsey@inframark.com,SUPPLEMENTAL,3/11/2025,4/2/2025,7100.1-1 (Rev. 06-2023)
5/1/2025,2024,20250763,70500,15406,"PERRYTON, CITY OF",PO BOX 849,PERRYTON,,TX,79070,110 S ASH,PERRYTON,,TX,79070,Natural Gas,TX,Municipal Owned,,,,1,45.897,0,0,0,0,0,46.897,,,,217,3318,0,0,0,0,0,3535,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.954,18.943,0,0,45.897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,27.954,18.943,0,0,46.897,15,0,0,217,0,0,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3281,37,0,0,0,3318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3281,254,0,0,0,3535,2,0,0,0,0,0,26,13,3.848,2.047,0.002,46.897,966,0,0,0,0,0,1562,708,124,173,2,3535,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,,Brandan Knapp,Director of Public Works,(806) 435-4014,(806) 435-2490,bknapp@perryton.net,INITIAL,3/7/2025,3/7/2025,7100.1-1 (Rev. 06-2023)
5/1/2025,2024,20250919,71550,15413,"PERRYVILLE MUNICIPAL SYSTEM, CITY OF",215 N West Street,Perryville,Perry,MO,63775,215 N WEST STREET,PERRYVILLE,,MO,63775,Natural Gas,MO,Municipal Owned,0,0,0,37,55.608,0,0,0,0,0,92.608,0,0,0,2727,1136,0,0,0,0,0,3863,0,3,7,27,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.347,19.394,6.867,0,0,55.608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,32.347,26.394,33.867,0,0,92.608,90,0,2710,16,1,0,0,2727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1081,51,3,1,0,1136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,3791,67,4,1,0,3863,66,0,0,0,0,0,0,0,0,16,10.626,92.626,3470,0,0,0,0,0,0,0,0,93,300,3863,0,0,1,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,1,1858,Looking into higher unaccounted.,Taylor Browne,,(618) 277-1520,(000) 000-0000,taylor@usdi.us,INITIAL,3/11/2025,3/11/2025,7100.1-1 (Rev. 06-2023)
5/1/2025,2024,20251267,73003,15462,PECO ENERGY CO,2301 Market St S9-1,Philadelphia,Philadelphia,PA,19103,"2301 MARKET STREET, S9-1",PHILADELPHIA,,PA,19103,Natural Gas,PA,Investor Owned,182.87,147.9,10.83,2797.46,3749.86,406.63,33.82,0,0,0.65,7330.02,12,5058,1,8848,452154,0,0,1254,15496,0,482823,0,1157.45,712.5,937.3,184.58,147.24,3139.07,0,0.04,22.83,10.78,0.17,0,33.82,0,0,0,0,0,0,0,0,1.22,197.51,170.65,34.96,2.29,406.63,0,0,0,0,0,0,0,0,1578.85,1404.15,766.71,0.15,0,3749.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.65,0,0,0.65,0,2737.56,2336.99,1886.09,219.86,149.53,7330.03,73.19,1,10502,3174,226,16,0,13919,0,0,0,0,0,0,0,1,1244,8,1,0,0,1254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,432606,15487,367,17,0,448524,0,0,0,0,0,0,0,1,3460,166,2,1,0,3630,13936,591,913,53,3,0,15496,Either Plastic PE or Coated Steel,0,0,0,0,0,0,0,13986,448403,19748,649,37,0,482823,234.02,306.1,102.89,455.1,1142.63,701.36,1022.51,1400.62,870.41,666.44,427.95,7330.03,14668,662,396,1341,27582,62264,83952,100625,64785,83233,43315,482823,255,57,77,10,444,17,7,135,138,14,332,28,666,8,8,6,76,26,75,8,139,6,6,7,110,7,331,28,600,6,6,6,313,12,0,3.5,86,2,7,3,0,98,0,118,0,0,0,11,129,0,0,0,6,6,3,0,28,,,,,1,120,13,0,165,398,234199,,John Staudenmayer,Senior Engineer,(856) 313-6432,(000) 000-0000,john.staudenmayer@exeloncorp.com,INITIAL,3/14/2025,3/14/2025,7100.1-1 (Rev. 06-2023)
5/1/2025,2024,20250736,70361,15469,PHILADELPHIA GAS WORKS,800 W. MONTGOMERY AVENUE,Philadelphia,US,PA,19122,800 W. MONTGOMERY AVENUE,PHILADELPHIA,,PA,19122,Natural Gas,PA,Municipal Owned,0,462.18,0,533.37,783.48,1142.61,120.52,0,0,7.12,3049.28,57321,17849,0,22194,374515,0,0,8,169,0,472056,0,47.75,262.82,424.34,109.48,151.16,995.55,0,0,50.39,66.17,3.96,0,120.52,0,0,0,0,0,0,0,0,0,202.94,728.08,89.58,122.01,1142.61,0,0,0,0,0,0,0,0,27.27,323.12,403.27,29.82,0,783.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.05,0.66,0.37,6.04,7.12,0,75.02,839.32,1622.52,233.21,279.21,3049.28,32,0,256,93208,3152,726,22,97364,0,0,0,0,0,0,0,0,7,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338620,32933,2543,419,0,374515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,159,2,0,0,169,Lined Steel,0,0,0,0,0,0,0,0,338891,126301,5697,1145,22,472056,0,874.28,157.84,477.49,339.75,170.42,205.92,126.45,171.91,333.94,191.28,3049.28,0,26934,11615,17510,19067,42673,75201,83918,96443,69464,29231,472056,111,317,35,0,1032,617,3,16,1540,78,82,18,31,606,2,34,22,138,1,0,285,232,1,4,711,36,7,9,5,173,0,11,50,424,0,1.17,14,0,2,0,2,18,0,72,1,1,0,0,74,0,0,0,0,0,0,0,2,0,0,0,0,0,0,24,0,26,118,74101,,Shawn Murray,"Director, Resource Management",(215) 684-6098,(000) 000-0000,Shawn.Murray@pgworks.com,INITIAL,3/7/2025,3/7/2025,7100.1-1 (Rev. 06-2023)
5/1/2025,2024,20250062,65101,15497,"PICAYUNE UTILITIES DEPT, CITY OF",212 Crosby St.  Suite  b,Picayune,US,MS,39466,203 GOODYEAR BLVD,PICAYUNE,,MS,39466,Natural Gas,MS,Municipal Owned,0,0,7,39,67,0,0,0,0,0,113,0,0,242,835,1620,0,0,0,0,0,2697,0,35,10,1,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,44,3,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,55,54,4,0,0,113,75,0,1066,0,10,0,0,1076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1594,24,2,0,0,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2660,24,12,0,0,2696,88,0,0,0,0,0,0,0,12,13,0,113,2528,0,0,0,0,0,0,0,0,149,19,2696,,,8,,,,,,,1,6,1,,4,2,,,,,,,,,,,,,,,,,,8,0,0,2.9,,,,,,,,,,,,9,9,,,,,,,,,,,,5,,,,,5,14,1517,,Huiel Farmer,Utility Superintendent,(601) 798-0031,(000) 000-0000,hfarmer@picayune.ms.us,INITIAL,1/15/2025,1/15/2025,7100.1-1 (Rev. 06-2023)
5/1/2025,2024,20250510,68520,15504,PICKENS COUNTY NATURAL GAS DISTRICT,1544 MOBILE RD SW PO BOX 492,ALICEVILLE,Pickens,AL,35442,PO BOX 492 HIGHWAY 17 SOUTH,ALICEVILLE,,AL,35442,Natural Gas,AL,Municipal Owned,,,,30,54,0,0,0,0,0,84,,,109,61,1731,0,0,0,0,0,1901,0,0,30,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,16,9,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,29,46,9,0,0,84,90,0,164,5,1,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1721,7,2,1,0,1731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1885,12,3,1,0,1901,0,0,0,41,3,4,6,5,3,10,12,84,0,0,0,812,324,119,211,151,126,50,108,1901,0,0,3,0,2,0,0,0,0,0,2,3,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,2,,,,,2,,,,,,,,,,,,,,,3,,,,,,,,,3,5,413,,Tracey Tackett,operator,(205) 373-2889,(205) 373-6361,ttackett.pcng@outlook.com,INITIAL,2/27/2025,2/27/2025,7100.1-1 (Rev. 06-2023)
5/1/2025,2024,20251096,72471,15515,PIEDMONT GAS CO,159 Stonecreek Road NW,New Philadelphia,Tuscarawas,OH,44663,159 STONECREEK ROAD NW,NEW PHILADELPHIA,,OH,44663,Natural Gas,OH,Privately Owned,,,,1.9,115.43,0,0,0,0,0,117.33,,,,1,2126,0,0,0,0,0,2127,0,0,1.9,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.48,54.33,3.62,0,0,115.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,57.48,56.23,3.62,0,0,117.33,23,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2037,82,7,0,0,2126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2038,82,7,0,0,2127,0,0,0,0,0,0,7,52,28.94,25.47,3.92,117.33,0,0,0,0,0,0,168,883,517,388,176,2132,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,0,2,0,-1.4,1,,1,,,2,,2,,,,,2,,,,,,,,,,,,,,,,,,4,3373,,Tory Kelly,,(330) 339-5454,(330) 339-7510,tkelly@piedgas.com,INITIAL,3/13/2025,3/13/2025,7100.1-1 (Rev. 06-2023)
